"V1" "V2" "V3" "V4" "V5"
"10673" "Tmem151a" "Tmem151a" 381199 "TMEM151A" 256472
"10674" "Hrasls" "Hrasls" 27281 "HRASLS" 57110
"10675" "Mad2l2" "Mad2l2" 71890 "MAD2L2" 10459
"10676" "Scx" "Scx" 20289 "SCXB" 642658
"10677" "Scx" "Scx" 20289 "SCXB" 100129885
"10678" "Scx" "Scx" 20289 "SCXA" 642658
"10679" "Scx" "Scx" 20289 "SCXA" 100129885
"10680" "Ralgapb" "Ralgapb" 228850 "RALGAPB" 57148
"10681" "Slc25a3" "Slc25a3" 18674 "SLC25A3" 5250
"10682" "Slc25a3" "LOC100046151" 18674 "SLC25A3" 5250
"10683" "Slc25a37" "Slc25a37" 67712 "SLC25A37" 51312
"10684" "Tap2" "Tap2" 21355 "TAP2" 6891
"10685" "Tmem176b" "Tmem176b" 65963 "TMEM176B" 28959
"10686" "Tcirg1" "Tcirg1" 27060 "TCIRG1" 10312
"10687" "Tgm2" "Tgm2" 21817 "TGM2" 7052
"10688" "Snx8" "Snx8" 231834 "SNX8" 29886
"10689" "Gm20736" "Gm20736" 382301 "SYCP3" 50511
"10690" "Gm20736" "Sly" 382301 "SYCP3" 50511
"10691" "Gm20736" "Gm20794" 382301 "SYCP3" 50511
"10692" "Gm20736" "Gm20814" 382301 "SYCP3" 50511
"10693" "Gm20736" "Gm20817" 382301 "SYCP3" 50511
"10694" "Gm20736" "Gm20850" 382301 "SYCP3" 50511
"10695" "Gm20736" "Gm20855" 382301 "SYCP3" 50511
"10696" "Gm20736" "Gm20870" 382301 "SYCP3" 50511
"10697" "Gm20736" "Gm20890" 382301 "SYCP3" 50511
"10698" "Gm20736" "Gm20894" 382301 "SYCP3" 50511
"10699" "Gm20736" "Gm20896" 382301 "SYCP3" 50511
"10700" "Gm20736" "Gm20897" 382301 "SYCP3" 50511
"10701" "Gm20736" "Gm20901" 382301 "SYCP3" 50511
"10702" "Gm20736" "Gm20903" 382301 "SYCP3" 50511
"10703" "Gm20736" "Gm20906" 382301 "SYCP3" 50511
"10704" "Gm20736" "Gm20908" 382301 "SYCP3" 50511
"10705" "Gm20736" "Gm20916" 382301 "SYCP3" 50511
"10706" "Gm20736" "Gm20929" 382301 "SYCP3" 50511
"10707" "Gm20736" "Gm20931" 382301 "SYCP3" 50511
"10708" "Gm20736" "Gm21173" 382301 "SYCP3" 50511
"10709" "Gm20736" "Gm21294" 382301 "SYCP3" 50511
"10710" "Gm20736" "Gm21317" 382301 "SYCP3" 50511
"10711" "Gm20736" "Gm21366" 382301 "SYCP3" 50511
"10712" "Gm20736" "Gm21405" 382301 "SYCP3" 50511
"10713" "Gm20736" "Gm21488" 382301 "SYCP3" 50511
"10714" "Gm20736" "Gm21489" 382301 "SYCP3" 50511
"10715" "Gm20736" "Gm21497" 382301 "SYCP3" 50511
"10716" "Gm20736" "Gm21627" 382301 "SYCP3" 50511
"10717" "Gm20736" "LOC101055735" 382301 "SYCP3" 50511
"10718" "Gm20736" "LOC101056194" 382301 "SYCP3" 50511
"10719" "Gm20736" "LOC101056210" 382301 "SYCP3" 50511
"10720" "1110001J03Rik" "1110001J03Rik" 66117 "C7orf55" 154791
"10721" "Spns2" "Spns2" 216892 "SPNS2" 124976
"10722" "Timp4" "Timp4" 110595 "TIMP4" 7079
"10723" "Atg2a" "Atg2a" 329015 "ATG2A" 23130
"10724" "Gsg2" "Gsg2" 14841 "GSG2" 83903
"10725" "Arfrp1" "Arfrp1" 76688 "ARFRP1" 10139
"10726" "Sorcs3" "Sorcs3" 66673 "SORCS3" 22986
"10727" "Pfn2" "Pfn2" 18645 "PFN2" 5217
"10728" "Iyd" "Iyd" 70337 "IYD" 389434
"10729" "Zfp418" "Zfp418" 232854 "ZNF416" 55659
"10730" "Numbl" "Numbl" 18223 "NUMBL" 9253
"10731" "Zscan10" "Zscan10" 332221 "ZSCAN10" 84891
"10732" "Fgf8" "Fgf8" 14179 "FGF8" 2253
"10733" "Cmtm2b" "Cmtm2b" 75502 "CMTM2" 146225
"10734" "Dock9" "Dock9" 105445 "DOCK9" 23348
"10735" "Slc16a10" "Slc16a10" 72472 "SLC16A10" 117247
"10736" "Dis3" "Dis3" 72662 "DIS3" 22894
"10737" "Rpl18a" "Rpl18a" 76808 "RPL18A" 6142
"10738" "Rpl18a" "Rpl18a" 76808 "RPL18A" 26780
"10739" "Polr2g" "Polr2g" 67710 "POLR2G" 5436
"10740" "Smg1" "Smg1" 233789 "SMG1" 23049
"10741" "Smg1" "Smg1" 233789 "SMG1" 101060589
"10742" "Map1lc3a" "Map1lc3a" 66734 "MAP1LC3A" 84557
"10743" "Gtpbp10" "Gtpbp10" 207704 "GTPBP10" 85865
"10744" "Tmem201" "Tmem201" 230917 "TMEM201" 199953
"10745" "Mdfic" "Mdfic" 16543 "MDFIC" 29969
"10746" "Rcn1" "Rcn1" 19672 "RCN1" 5954
"10747" "Rcn1" "Rcn1" 19672 "RCN1" 440034
"10748" "Scn2b" "Scn2b" 72821 "SCN2B" 6327
"10749" "Itch" "Itch" 16396 "ITCH" 83737
"10750" "Palmd" "Palmd" 114301 "PALMD" 54873
"10751" "Enoph1" "Enoph1" 67870 "ENOPH1" 58478
"10752" "Ifna11" "Ifna11" 15964 "IFNA21" 3452
"10753" "Ifna11" "Ifna11" 15964 "IFNA4" 3441
"10754" "Ifna11" "Ifna11" 15964 "IFNA7" 3444
"10755" "Ifna11" "Ifna11" 15964 "IFNA10" 3446
"10756" "Ifna11" "Ifna11" 15964 "IFNA16" 3449
"10757" "Ifna11" "Ifna11" 15964 "IFNA17" 3451
"10758" "Ifna11" "Ifna11" 15964 "IFNA14" 3448
"10759" "Ifna11" "Ifna11" 15964 "IFNA5" 3442
"10760" "Ifna11" "Ifna11" 15964 "IFNA6" 3443
"10761" "Ifna11" "Ifna11" 15964 "IFNA13" 3447
"10762" "Ifna11" "Ifna11" 15964 "IFNA2" 3440
"10763" "Ifna11" "Ifna11" 15964 "IFNA8" 3445
"10764" "Ifna11" "Ifna11" 15964 "IFNA1" 3439
"10765" "Irx1" "Irx1" 16371 "IRX1" 79192
"10766" "Scrn2" "Scrn2" 217140 "SCRN2" 90507
"10767" "Ap5m1" "Ap5m1" 74385 "AP5M1" 55745
"10768" "Hnf1b" "Hnf1b" 21410 "HNF1B" 6928
"10769" "Zfp426" "Zfp426" 235028 "ZNF426" 79088
"10770" "Mfsd1" "Mfsd1" 66868 "MFSD1" 64747
"10771" "Tfg" "Tfg" 21787 "TFG" 10342
"10772" "Stx1a" "Stx1a" 20907 "STX1A" 6804
"10773" "Prpf8" "Prpf8" 192159 "PRPF8" 10594
"10774" "Tubg2" "Tubg2" 103768 "TUBG2" 27175
"10775" "Phldb1" "Phldb1" 102693 "PHLDB1" 23187
"10776" "Atp13a4" "Atp13a4" 224079 "ATP13A4" 84239
"10777" "Lipg" "Lipg" 16891 "LIPG" 9388
"10778" "Il1f10" "Il1f10" 215274 "IL1F10" 84639
"10779" "Zfp628" "Zfp628" 232816 "ZNF628" 89887
"10780" "Taar5" "Taar5" 215854 "TAAR5" 9038
"10781" "Apoe" "Apoe" 11816 "APOE" 348
"10782" "C130057N11Rik" "Raly" 19383 "RALY" 22913
"10783" "Raly" "Raly" 19383 "RALY" 22913
"10784" "Mtus1" "Mtus1" 102103 "MTUS1" 57509
"10785" "Ddo" "Ddo" 70503 "DDO" 8528
"10786" "Xrcc1" "Xrcc1" 22594 "XRCC1" 7515
"10787" "Rbm22" "Rbm22" 66810 "RBM22" 55696
"10788" "Hsd17b7" "Hsd17b7" 15490 "HSD17B7" 51478
"10789" "Ror2" "Ror2" 26564 "ROR2" 4920
"10790" "Gamt" "Gamt" 14431 "GAMT" 2593
"10791" "Uaca" "Uaca" 72565 "UACA" 55075
"10792" "Yap1" "Yap1" 22601 "YAP1" 10413
"10793" "Tmem43" "Tmem43" 74122 "TMEM43" 79188
"10794" "Osbpl2" "Osbpl2" 228983 "OSBPL2" 9885
"10795" "Tubb1" "Tubb1" 545486 "TUBB1" 81027
"10796" "Rabep1" "Rabep1" 54189 "RABEP1" 9135
"10797" "Clcn5" "Clcn5" 12728 "CLCN5" 1184
"10798" "Upf3b" "Upf3b" 68134 "UPF3B" 65109
"10799" "Dhx29" "Dhx29" 218629 "DHX29" 54505
"10800" "Mrps14" "Mrps14" 64659 "MRPS14" 63931
"10801" "Tmem208" "Tmem208" 66320 "TMEM208" 29100
"10802" "Wasf3" "Wasf3" 245880 "WASF3" 10810
"10803" "Cul7" "Cul7" 66515 "CUL7" 9820
"10804" "Dynlrb1" "Dynlrb1" 67068 "DYNLRB1" 83658
"10805" "Galnt9" "Galnt9" 231605 "GALNT9" 50614
"10806" "Gorab" "Gorab" 98376 "GORAB" 92344
"10807" "Xirp1" "Xirp1" 22437 "XIRP1" 165904
"10808" "Eif1b" "Eif1b" 68969 "EIF1B" 10289
"10809" "Scamp4" "Scamp4" 56214 "SCAMP4" 113178
"10810" "2310011J03Rik" "2310011J03Rik" 66374 "C19orf25" 148223
"10811" "Tomm34" "Tomm34" 67145 "TOMM34" 10953
"10812" "Naa30" "Naa30" 70646 "NAA30" 122830
"10813" "Mrpl23" "Mrpl23" 19935 "MRPL23" 6150
"10814" "Tnn" "Tnn" 329278 "TNN" 63923
"10815" "Tef" "Tef" 21685 "TEF" 7008
"10816" "Gata5" "Gata5" 14464 "GATA5" 140628
"10817" "Icmt" "Icmt" 57295 "ICMT" 23463
"10818" "B2m" "B2m" 12010 "B2M" 567
"10819" "Fam71f1" "Fam71f1" 330277 "FAM71F1" 84691
"10820" "Magi1" "Magi1" 14924 "MAGI1" 9223
"10821" "Magi1" "Magi1" 14924 "MAGI1" 151877
"10822" "Lig1" "Lig1" 16881 "LIG1" 3978
"10823" "Olfm4" "Olfm4" 380924 "OLFM4" 10562
"10824" "Slc24a2" "Slc24a2" 76376 "SLC24A2" 25769
"10825" "Pde6c" "Pde6c" 110855 "PDE6C" 5146
"10826" "Cpa3" "Cpa3" 12873 "CPA3" 1359
"10827" "Mmp27" "Mmp27" 234911 "MMP27" 64066
"10828" "Irf1" "Irf1" 16362 "IRF1" 3659
"10829" "Msi2" "Msi2" 76626 "MSI2" 124540
"10830" "Bst1" "Bst1" 12182 "BST1" 683
"10831" "Zdhhc4" "Zdhhc4" 72881 "ZDHHC4" 55146
"10832" "Zfp652" "Zfp652" 268469 "ZNF652" 22834
"10833" "Pacs2" "Pacs2" 217893 "PACS2" 23241
"10834" "Zfp777" "Zfp777" 72306 "ZNF777" 27153
"10835" "Fibp" "Fibp" 58249 "FIBP" 9158
"10836" "Ercc3" "Ercc3" 13872 "ERCC3" 2071
"10837" "Slc19a1" "Slc19a1" 20509 "SLC19A1" 6573
"10838" "Extl1" "Extl1" 56219 "EXTL1" 2134
"10839" "AB124611" "AB124611" 382062 "C19orf38" 255809
"10840" "Hoxa5" "Hoxa5" 15402 "HOXA5" 3202
"10841" "Klhl14" "Klhl14" 225266 "KLHL14" 57565
"10842" "Phyhip" "Phyhip" 105653 "PHYHIP" 9796
"10843" "Amd1" "Amd1" 11702 "AMD1" 262
"10844" "Serpinb13" "Serpinb13" 241196 "SERPINB13" 5275
"10845" "Ostn" "Ostn" 239790 "OSTN" 344901
"10846" "Nup155" "Nup155" 170762 "NUP155" 9631
"10847" "Ide" "Ide" 15925 "IDE" 3416
"10848" "Wfdc12" "Wfdc12" 192200 "WFDC12" 128488
"10849" "Tex12" "Tex12" 66654 "TEX12" 56158
"10850" "Rxrg" "Rxrg" 20183 "RXRG" 6258
"10851" "Cggbp1" "Cggbp1" 106143 "CGGBP1" 8545
"10852" "Ifngr2" "Ifngr2" 15980 "IFNGR2" 3460
"10853" "Rnft1" "Rnft1" 76892 "RNFT1" 51136
"10854" "Tubd1" "Tubd1" 56427 "TUBD1" 51174
"10855" "Ccr10" "Ccr10" 12777 "CCR10" 2826
"10856" "Cdr2l" "Cdr2l" 237988 "CDR2L" 30850
"10857" "Arhgap42" "Arhgap42" 71544 "ARHGAP42" 143872
"10858" "1110059G10Rik" "1110059G10Rik" 66202 "KIAA1143" 57456
"10859" "Wnt5a" "Wnt5a" 22418 "WNT5A" 7474
"10860" "Cars" "Cars" 27267 "CARS" 833
"10861" "Ntn1" "Ntn1" 18208 "NTN1" 9423
"10862" "Nalcn" "Nalcn" 338370 "NALCN" 259232
"10863" "9130019O22Rik" "9130019O22Rik" 78921 "ZNF764" 92595
"10864" "Fam101a" "Fam101a" 73121 "FAM101A" 144347
"10865" "Fam101a" "Fam101a" 73121 "FAM101A" 100533183
"10866" "Mcfd2" "Mcfd2" 193813 "MCFD2" 90411
"10867" "Slc10a2" "Slc10a2" 20494 "SLC10A2" 6555
"10868" "Igfbp4" "Igfbp4" 16010 "IGFBP4" 3487
"10869" "Gabra4" "Gabra4" 14397 "GABRA4" 2557
"10870" "Dach1" "Dach1" 13134 "DACH1" 1602
"10871" "Arl1" "Arl1" 104303 "ARL1" 400
"10872" "Maob" "Maob" 109731 "MAOB" 4129
"10873" "Rbak" "Rbak" 57782 "RBAK" 57786
"10874" "Rbak" "Rbak" 57782 "RBAK" 389458
"10875" "Rbak" "Rbak" 57782 "RBAK" 100533952
"10876" "Cdc42bpg" "Cdc42bpg" 240505 "CDC42BPG" 55561
"10877" "Ndufs2" "Ndufs2" 226646 "NDUFS2" 4720
"10878" "Asun" "Asun" 71177 "ASUN" 55726
"10879" "Coasy" "Coasy" 71743 "COASY" 80347
"10880" "D3Ertd751e" "D3Ertd751e" 73852 "C4orf33" 132321
"10881" "Gpr56" "Gpr56" 14766 "GPR56" 9289
"10882" "Taar2" "Taar2" 209512 "TAAR2" 9287
"10883" "Chek2" "Chek2" 50883 "CHEK2" 11200
"10884" "Snupn" "Snupn" 66069 "SNUPN" 10073
"10885" "D630039A03Rik" "D630039A03Rik" 242484 "C9orf152" 401546
"10886" "Ap1ar" "Ap1ar" 211556 "AP1AR" 55435
"10887" "Tmed6" "Tmed6" 66269 "TMED6" 146456
"10888" "Wnt4" "Wnt4" 22417 "WNT4" 54361
"10889" "Kcnab2" "Kcnab2" 16498 "KCNAB2" 8514
"10890" "Abca6" "Abca6" 76184 "ABCA6" 23460
"10891" "Tmem14a" "Tmem14a" 75712 "TMEM14A" 28978
"10892" "Ccr5" "Ccr5" 12774 "CCR2" 729230
"10893" "Soga2" "Soga2" 68617 "SOGA2" 23255
"10894" "Adam2" "Adam2" 11495 "ADAM2" 2515
"10895" "Hps4" "Hps4" 192232 "HPS4" 89781
"10896" "Tmem150c" "Tmem150c" 231503 "TMEM150C" 441027
"10897" "Ncam2" "Ncam2" 17968 "NCAM2" 4685
"10898" "Snf8" "Snf8" 27681 "SNF8" 11267
"10899" "Dlat" "Dlat" 235339 "DLAT" 1737
"10900" "Rfesd" "Rfesd" 218341 "RFESD" 317671
"10901" "Hsf2" "Hsf2" 15500 "HSF2" 3298
"10902" "Lypla2" "Lypla2" 26394 "LYPLA2" 11313
"10903" "Ammecr1l" "Ammecr1l" 225339 "AMMECR1L" 83607
"10904" "Eri1" "Eri1" 67276 "ERI1" 90459
"10905" "Tmem116" "Tmem116" 77462 "TMEM116" 89894
"10906" "Pdcd4" "Pdcd4" 18569 "PDCD4" 27250
"10907" "Pdcd4" "Pdcd4" 18569 "PDCD4" 100616113
"10908" "Chd6" "Chd6" 71389 "CHD6" 84181
"10909" "Best2" "Best2" 212989 "BEST2" 54831
"10910" "Spryd4" "Spryd4" 66701 "SPRYD4" 283377
"10911" "Igsf10" "Igsf10" 242050 "IGSF10" 285313
"10912" "Sdc1" "Sdc1" 20969 "SDC1" 6382
"10913" "Ufd1l" "Ufd1l" 22230 "UFD1L" 7353
"10914" "Brd2" "Brd2" 14312 "BRD2" 6046
"10915" "C1galt1" "C1galt1" 94192 "C1GALT1" 56913
"10916" "Syne1" "Syne1" 64009 "SYNE1" 23345
"10917" "Ar" "Ar" 11835 "AR" 367
"10918" "Smg8" "Smg8" 74133 "SMG8" 55181
"10919" "Ucp3" "Ucp3" 22229 "UCP3" 7352
"10920" "Rogdi" "Rogdi" 66049 "ROGDI" 79641
"10921" "Nrde2" "Nrde2" 217827 "NRDE2" 55051
"10922" "Mgat5b" "Mgat5b" 268510 "MGAT5B" 146664
"10923" "Cecr5" "Cecr5" 214932 "CECR5" 27440
"10924" "Ren1" "Ren1" 19701 "REN" 5972
"10925" "Ren1" "Ren1" 19702 "REN" 5972
"10926" "Ren1" "Ren2" 19701 "REN" 5972
"10927" "Ren1" "Ren2" 19702 "REN" 5972
"10928" "Ren1" "LOC100044656" 19701 "REN" 5972
"10929" "Ren1" "LOC100044656" 19702 "REN" 5972
"10930" "Parm1" "Parm1" 231440 "PARM1" 25849
"10931" "Catsperb" "Catsperb" 271036 "CATSPERB" 79820
"10932" "Shisa4" "Shisa4" 77552 "SHISA4" 149345
"10933" "Lrp2bp" "Lrp2bp" 67620 "LRP2BP" 55805
"10934" "Tceal1" "Tceal1" 237052 "TCEAL1" 9338
"10935" "Lalba" "Lalba" 16770 "LALBA" 3906
"10936" "Mospd1" "Mospd1" 70380 "MOSPD1" 56180
"10937" "Skiv2l" "Skiv2l" 108077 "SKIV2L" 6499
"10938" "Itgam" "Itgam" 16409 "ITGAM" 3684
"10939" "Aamp" "Aamp" 227290 "AAMP" 14
"10940" "Parp6" "Parp6" 67287 "PARP6" 56965
"10941" "Dctn6" "Dctn6" 22428 "DCTN6" 10671
"10942" "Gjb5" "Gjb5" 14622 "GJB5" 2709
"10943" "Kcnn2" "Kcnn2" 140492 "KCNN2" 3781
"10944" "Usp34" "Usp34" 17847 "USP34" 9736
"10945" "Gtf2h4" "Gtf2h4" 14885 "GTF2H4" 2968
"10946" "Kcnmb4" "Kcnmb4" 58802 "KCNMB4" 27345
"10947" "Acvr2a" "Acvr2a" 11480 "ACVR2A" 92
"10948" "Bdkrb2" "Bdkrb2" 12062 "BDKRB2" 624
"10949" "Tdp2" "Tdp2" 56196 "TDP2" 51567
"10950" "Mbd5" "Mbd5" 109241 "MBD5" 55777
"10951" "Tmprss11bnl" "Tmprss11bnl" 319875 "TMPRSS11B" 132724
"10952" "Lnx1" "Lnx1" 16924 "LNX1" 84708
"10953" "Aqp11" "Aqp11" 66333 "AQP11" 282679
"10954" "Gpc5" "Gpc5" 103978 "GPC5" 2262
"10955" "Hephl1" "Hephl1" 244698 "HEPHL1" 341208
"10956" "Sgta" "Sgta" 52551 "SGTA" 6449
"10957" "Tyrp1" "Tyrp1" 22178 "TYRP1" 7306
"10958" "Dynll1" "Dynll1" 56455 "DYNLL1" 8655
"10959" "Mon1b" "Mon1b" 270096 "MON1B" 22879
"10960" "Klf15" "Klf15" 66277 "KLF15" 28999
"10961" "Ms4a6c" "Ms4a6c" 73656 "MS4A6A" 64231
"10962" "Ptgdr" "Ptgdr" 19214 "PTGDR" 5729
"10963" "Syne2" "Syne2" 319565 "SYNE2" 23224
"10964" "Arhgef40" "Arhgef40" 268739 "ARHGEF40" 55701
"10965" "Actr2" "Actr2" 66713 "ACTR2" 10097
"10966" "Pan3" "Pan3" 72587 "PAN3" 255967
"10967" "Plcl1" "Plcl1" 227120 "PLCL1" 5334
"10968" "Slc39a5" "Slc39a5" 72002 "SLC39A5" 283375
"10969" "Fcer2a" "Fcer2a" 14128 "FCER2" 2208
"10970" "Fbxl13" "Fbxl13" 320118 "FBXL13" 222235
"10971" "Myl3" "Myl3" 17897 "MYL3" 4634
"10972" "Ash2l" "Ash2l" 23808 "ASH2L" 9070
"10973" "Atp6v1g2" "Atp6v1g2" 66237 "ATP6V1G2" 534
"10974" "Fam114a1" "Fam114a1" 68303 "FAM114A1" 92689
"10975" "Atxn7l1" "Atxn7l1" 380753 "ATXN7L1" 222255
"10976" "Pdcd6ip" "Pdcd6ip" 18571 "PDCD6IP" 10015
"10977" "Igbp1" "Igbp1" 18518 "IGBP1" 3476
"10978" "Dlx3" "Dlx3" 13393 "DLX3" 1747
"10979" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8294
"10980" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8359
"10981" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8360
"10982" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8361
"10983" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8362
"10984" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8363
"10985" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8364
"10986" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8365
"10987" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8366
"10988" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8367
"10989" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8368
"10990" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 8370
"10991" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 121504
"10992" "Hist4h4" "Hist1h4h" 319158 "HIST1H4C" 554313
"10993" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8294
"10994" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8359
"10995" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8360
"10996" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8361
"10997" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8362
"10998" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8363
"10999" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8364
"11000" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8365
"11001" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8366
"11002" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8367
"11003" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8368
"11004" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 8370
"11005" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 121504
"11006" "Hist4h4" "Hist2h4" 319158 "HIST1H4C" 554313
"11007" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8294
"11008" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8359
"11009" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8360
"11010" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8361
"11011" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8362
"11012" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8363
"11013" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8364
"11014" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8365
"11015" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8366
"11016" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8367
"11017" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8368
"11018" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 8370
"11019" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 121504
"11020" "Hist4h4" "Hist1h4c" 319158 "HIST1H4C" 554313
"11021" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8294
"11022" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8359
"11023" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8360
"11024" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8361
"11025" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8362
"11026" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8363
"11027" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8364
"11028" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8365
"11029" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8366
"11030" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8367
"11031" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8368
"11032" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 8370
"11033" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 121504
"11034" "Hist4h4" "Hist1h4d" 319158 "HIST1H4C" 554313
"11035" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8294
"11036" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8359
"11037" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8360
"11038" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8361
"11039" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8362
"11040" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8363
"11041" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8364
"11042" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8365
"11043" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8366
"11044" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8367
"11045" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8368
"11046" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 8370
"11047" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 121504
"11048" "Hist4h4" "Hist1h4f" 319158 "HIST1H4C" 554313
"11049" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8294
"11050" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8359
"11051" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8360
"11052" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8361
"11053" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8362
"11054" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8363
"11055" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8364
"11056" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8365
"11057" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8366
"11058" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8367
"11059" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8368
"11060" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 8370
"11061" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 121504
"11062" "Hist4h4" "Hist1h4i" 319158 "HIST1H4C" 554313
"11063" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8294
"11064" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8359
"11065" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8360
"11066" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8361
"11067" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8362
"11068" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8363
"11069" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8364
"11070" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8365
"11071" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8366
"11072" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8367
"11073" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8368
"11074" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 8370
"11075" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 121504
"11076" "Hist4h4" "Hist1h4j" 319158 "HIST1H4C" 554313
"11077" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8294
"11078" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8359
"11079" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8360
"11080" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8361
"11081" "Hist4h4" "Hist1h4k" 319158 "HIST1H4C" 8362
