Table S3a. Phylostraticraphic distribution of human genes (ENSEMBLE),,,
Protein_ID,Gene_ID,Phylostratum,Phylogenetic_Internode
ENSP00000339011,ENSG00000182210,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000303754,ENSG00000171497,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350170,ENSG00000114416,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295962,ENSG00000163686,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273450,ENSG00000144908,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342509,ENSG00000169855,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264995,ENSG00000114686,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307599,ENSG00000168356,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000288139,ENSG00000157388,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000336524,ENSG00000182923,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000045065,ENSG00000041880,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000349205,ENSG00000196455,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373202,ENSG00000176825,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374517,ENSG00000181804,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306627,ENSG00000172139,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346467,ENSG00000049323,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295770,ENSG00000163527,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000345731,ENSG00000075711,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328672,ENSG00000185477,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368079,ENSG00000145476,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000282020,ENSG00000152208,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000318184,ENSG00000180015,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296522,ENSG00000164120,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370625,ENSG00000047315,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000308828,ENSG00000174473,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000281525,ENSG00000151790,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273261,ENSG00000144749,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000320679,ENSG00000178750,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323036,ENSG00000014257,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353512,ENSG00000138496,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263963,ENSG00000114757,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306983,ENSG00000163872,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371006,ENSG00000162975,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000313775,ENSG00000163612,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348565,ENSG00000081307,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350639,ENSG00000114738,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323890,ENSG00000172936,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000321984,ENSG00000163738,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000303887,ENSG00000170390,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264363,ENSG00000138653,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000333664,ENSG00000060971,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373838,ENSG00000173531,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232975,ENSG00000114854,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325663,ENSG00000144802,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000305221,ENSG00000156096,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347329,ENSG00000138674,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000326598,ENSG00000206549,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000332118,ENSG00000182580,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307125,ENSG00000172113,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000292309,ENSG00000160796,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000310528,ENSG00000145113,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307581,ENSG00000093222,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348911,ENSG00000197953,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252804,ENSG00000130508,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000302468,ENSG00000168268,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263964,ENSG00000177565,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367987,ENSG00000183023,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367943,ENSG00000143924,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273588,ENSG00000145020,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373337,ENSG00000114026,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000334683,ENSG00000186110,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368966,ENSG00000138741,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307491,ENSG00000114742,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373300,ENSG00000206562,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000283627,ENSG00000153558,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000209668,ENSG00000187758,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000256497,ENSG00000134109,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370861,ENSG00000205737,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000331602,ENSG00000163932,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000324158,ENSG00000178252,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296125,ENSG00000163810,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348936,ENSG00000197980,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264595,ENSG00000038002,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273320,ENSG00000196345,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373239,ENSG00000008300,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000256460,ENSG00000134072,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352456,ENSG00000169359,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296474,ENSG00000164078,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000338707,ENSG00000163746,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295952,ENSG00000163681,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000281273,ENSG00000151576,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346867,ENSG00000174748,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000337722,ENSG00000113966,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265565,ENSG00000114650,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000343398,ENSG00000188167,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273854,ENSG00000145242,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000290921,ENSG00000159692,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264596,ENSG00000109674,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353695,ENSG00000138780,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000285083,ENSG00000154814,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000317088,ENSG00000188014,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000310241,ENSG00000172940,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346560,ENSG00000168386,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342501,ENSG00000205639,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265245,ENSG00000041802,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273173,ENSG00000144671,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273398,ENSG00000114573,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328203,ENSG00000183763,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373357,ENSG00000113851,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371471,ENSG00000134321,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265026,ENSG00000073803,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265022,ENSG00000058866,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000302562,ENSG00000169087,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373272,ENSG00000206557,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296092,ENSG00000169981,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369595,ENSG00000138073,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352617,ENSG00000163797,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000284995,ENSG00000154743,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295628,ENSG00000163428,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000292823,ENSG00000161217,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000254730,ENSG00000132394,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000333266,ENSG00000182179,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370926,ENSG00000074966,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368675,ENSG00000183432,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307156,ENSG00000172037,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373352,ENSG00000196277,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296518,ENSG00000164116,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000284770,ENSG00000154553,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273666,ENSG00000145087,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000249910,ENSG00000129071,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339958,ENSG00000010322,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341765,ENSG00000144962,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341422,ENSG00000178467,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264326,ENSG00000114480,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373349,ENSG00000125046,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263665,ENSG00000113805,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273512,ENSG00000144959,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000249883,ENSG00000114019,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000309520,ENSG00000174611,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264982,ENSG00000114107,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000330381,ENSG00000196981,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353452,ENSG00000065534,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000236709,ENSG00000118017,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296328,ENSG00000163960,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000304321,ENSG00000170153,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000314901,ENSG00000175928,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263985,ENSG00000059691,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346050,ENSG00000145425,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373268,ENSG00000197214,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339064,ENSG00000144713,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264346,ENSG00000138642,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354222,ENSG00000067560,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000266014,ENSG00000016864,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000330021,ENSG00000184500,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296266,ENSG00000163913,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353329,ENSG00000197763,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339659,ENSG00000109654,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000304987,ENSG00000170819,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000261038,ENSG00000138463,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264266,ENSG00000118855,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265056,ENSG00000073111,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368984,ENSG00000123737,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000326763,ENSG00000179796,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346825,ENSG00000168237,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353375,ENSG00000047849,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295874,ENSG00000144724,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371341,ENSG00000061938,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353679,ENSG00000196549,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342510,ENSG00000182504,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296126,ENSG00000163811,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373247,ENSG00000188086,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000316740,ENSG00000137473,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368363,ENSG00000137601,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296577,ENSG00000164163,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000280614,ENSG00000151014,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295588,ENSG00000163389,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325978,ENSG00000114248,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374268,ENSG00000172986,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000324020,ENSG00000163808,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341361,ENSG00000082996,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000301819,ENSG00000168026,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232978,ENSG00000114857,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353556,ENSG00000036828,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000282903,ENSG00000152952,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000314951,ENSG00000177694,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306276,ENSG00000172061,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323847,ENSG00000179674,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000351338,ENSG00000164050,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000243253,ENSG00000058262,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373073,ENSG00000159650,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000312946,ENSG00000010327,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373287,ENSG00000206560,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341848,ENSG00000173230,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000231790,ENSG00000076242,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000335444,ENSG00000181322,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000336831,ENSG00000120756,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307697,ENSG00000168306,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000311232,ENSG00000173193,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372638,ENSG00000187985,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000316053,ENSG00000179407,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296483,ENSG00000164086,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350215,ENSG00000082684,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000326150,ENSG00000171757,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233242,ENSG00000084674,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325421,ENSG00000175193,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328455,ENSG00000185565,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323837,ENSG00000163798,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373201,ENSG00000183102,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295317,ENSG00000163162,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000319464,ENSG00000178772,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296289,ENSG00000163931,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000282957,ENSG00000153002,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264193,ENSG00000080819,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352738,ENSG00000138757,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000266022,ENSG00000004534,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000226574,ENSG00000109320,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296484,ENSG00000164087,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000316193,ENSG00000163687,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373279,ENSG00000163512,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264233,ENSG00000051341,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296137,ENSG00000163820,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000292327,ENSG00000160808,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000321195,ENSG00000058063,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264735,ENSG00000127252,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265593,ENSG00000114859,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000308685,ENSG00000173175,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371192,ENSG00000115756,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273371,ENSG00000144837,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000317128,ENSG00000004399,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000338523,ENSG00000075420,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374273,ENSG00000080200,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000329869,ENSG00000115705,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232564,ENSG00000114450,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000303802,ENSG00000163607,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000318297,ENSG00000175792,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000254354,ENSG00000132031,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354791,ENSG00000204843,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353236,ENSG00000169760,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273179,ENSG00000144677,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371259,ENSG00000109814,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000260818,ENSG00000138246,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273612,ENSG00000145041,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346067,ENSG00000168028,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273356,ENSG00000144824,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000284320,ENSG00000154174,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296273,ENSG00000163918,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000282466,ENSG00000152580,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000242810,ENSG00000114796,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295984,ENSG00000163704,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296202,ENSG00000163864,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000326806,ENSG00000114503,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000320709,ENSG00000181092,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374252,ENSG00000168387,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264436,ENSG00000075340,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000250979,ENSG00000129973,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000261047,ENSG00000138472,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323096,ENSG00000176020,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265564,ENSG00000075914,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296477,ENSG00000164080,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000324605,ENSG00000144792,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000335511,ENSG00000186038,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232892,ENSG00000114771,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373206,ENSG00000163378,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000241274,ENSG00000121871,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265259,ENSG00000114021,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373213,ENSG00000163638,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000318867,ENSG00000180432,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306816,ENSG00000017260,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000308903,ENSG00000035115,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000273654,ENSG00000145075,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374781,ENSG00000211601,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374347,ENSG00000138018,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232607,ENSG00000114491,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372481,ENSG00000206186,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000232744,ENSG00000114626,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000333018,ENSG00000183891,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295927,ENSG00000163661,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374814,ENSG00000211634,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371922,ENSG00000205955,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000311046,ENSG00000174440,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367809,ENSG00000138032,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307432,ENSG00000172340,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295605,ENSG00000163406,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368347,ENSG00000181359,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264431,ENSG00000109756,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295920,ENSG00000163655,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295256,ENSG00000163106,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374072,ENSG00000168016,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000287777,ENSG00000157119,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000351310,ENSG00000206384,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348842,ENSG00000143940,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370598,ENSG00000118965,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000340736,ENSG00000163754,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000296135,ENSG00000163818,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265239,ENSG00000114473,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339087,ENSG00000176714,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000321584,ENSG00000178035,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372518,ENSG00000182000,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346542,ENSG00000163938,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000324806,ENSG00000082701,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295839,ENSG00000163590,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328287,ENSG00000164068,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328998,ENSG00000182606,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353883,ENSG00000198450,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000374778,ENSG00000211598,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000303818,ENSG00000168917,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000313670,ENSG00000178038,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000266041,ENSG00000055955,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000343442,ENSG00000132153,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264382,ENSG00000090402,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000251772,ENSG00000114554,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354340,ENSG00000144744,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265052,ENSG00000074416,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342778,ENSG00000115241,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306920,ENSG00000170266,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000295982,ENSG00000163703,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000318089,ENSG00000145012,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000330808,ENSG00000182447,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342188,ENSG00000188306,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263629,ENSG00000085760,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265264,ENSG00000114391,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000282541,ENSG00000152642,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306275,ENSG00000171303,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000329143,ENSG00000183719,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370650,ENSG00000170745,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000340361,ENSG00000114739,1,Life before LCA of Cellular_organisms - Cellular organisms
